county_fips,county_name,state,land_area_sqmi,lat,lon
22005,Ascension Parish,LA,289.97,30.206444,-90.912502
22007,Assumption Parish,LA,344.021,29.9033,-91.065219
22009,Avoyelles Parish,LA,831.675,31.088503,-91.983275
22011,Beauregard Parish,LA,1157.477,30.645018,-93.340253
22013,Bienville Parish,LA,811.344,32.340952,-93.041151
22015,Bossier Parish,LA,839.576,32.698481,-93.626561
22017,Caddo Parish,LA,879.468,32.580106,-93.88497
22019,Calcasieu Parish,LA,1064.081,30.229559,-93.358015
22021,Caldwell Parish,LA,529.77,32.101219,-92.114231
22023,Cameron Parish,LA,1284.639,29.871812,-93.164948
22025,Catahoula Parish,LA,707.952,31.666517,-91.846703
22027,Claiborne Parish,LA,754.794,32.82716,-92.989728
22029,Concordia Parish,LA,697.14,31.469805,-91.626315
22031,De Soto Parish,LA,876.449,32.059248,-93.740797
22033,East Baton Rouge Parish,LA,455.502,30.54393,-91.093131
22035,East Carroll Parish,LA,420.887,32.73017,-91.234141
22037,East Feliciana Parish,LA,453.293,30.839784,-91.043434
22039,Evangeline Parish,LA,662.431,30.720693,-92.404086
22041,Franklin Parish,LA,624.298,32.139076,-91.672371
22043,Grant Parish,LA,643.75,31.597787,-92.561716
22045,Iberia Parish,LA,574.741,29.606013,-91.842706
22047,Iberville Parish,LA,618.719,30.270653,-91.365872
22049,Jackson Parish,LA,569.378,32.30429,-92.5617
22051,Jefferson Parish,LA,300.864,29.5033,-90.036231
22053,Jefferson Davis Parish,LA,651.52,30.269529,-92.816221
22055,Lafayette Parish,LA,268.827,30.206507,-92.06417
22057,Lafourche Parish,LA,1067.793,29.491992,-90.394849
22059,LaSalle Parish,LA,624.854,31.680083,-92.161596
22061,Lincoln Parish,LA,471.636,32.601823,-92.662303
22063,Livingston Parish,LA,648.131,30.440419,-90.727474
22065,Madison Parish,LA,623.885,32.346878,-91.231932
22067,Morehouse Parish,LA,794.95,32.820008,-91.800399
22069,Natchitoches Parish,LA,1253.008,31.732509,-93.082546
22071,Orleans Parish,LA,169.5,30.05342,-89.934502
22073,Ouachita Parish,LA,610.35,32.480932,-92.151581
22075,Plaquemines Parish,LA,780.595,29.282447,-89.576068
22077,Pointe Coupee Parish,LA,556.875,30.708319,-91.604621
22079,Rapides Parish,LA,1324.11,31.193204,-92.535953
22081,Red River Parish,LA,388.98,32.101213,-93.34905
22083,Richland Parish,LA,555.613,32.413158,-91.748353
22085,Sabine Parish,LA,866.625,31.560402,-93.559579
22087,St. Bernard Parish,LA,377.517,29.91811,-89.263494
22089,St. Charles Parish,LA,277.742,29.905722,-90.357855
22091,St. Helena Parish,LA,408.527,30.822539,-90.708307
22093,St. James Parish,LA,237.861,30.024777,-90.793956
22095,St. John the Baptist Parish,LA,214.474,30.144068,-90.49096
22097,St. Landry Parish,LA,924.029,30.583441,-91.989274
22099,St. Martin Parish,LA,737.47,30.121433,-91.611481
22101,St. Mary Parish,LA,558.527,29.629349,-91.463804
22103,St. Tammany Parish,LA,845.281,30.410022,-89.951962
22105,Tangipahoa Parish,LA,791.172,30.621348,-90.40649
22107,Tensas Parish,LA,603.302,32.001489,-91.342576
22109,Terrebonne Parish,LA,1229.888,29.33413,-90.843674
22111,Union Parish,LA,876.913,32.829349,-92.37565
22113,Vermilion Parish,LA,1172.055,29.806638,-92.321394
22115,Vernon Parish,LA,1326.726,31.102841,-93.18833
22117,Washington Parish,LA,669.637,30.852144,-90.046253
22119,Webster Parish,LA,593.319,32.732152,-93.339825
22121,West Baton Rouge Parish,LA,192.346,30.464052,-91.309808
22123,West Carroll Parish,LA,359.686,32.79248,-91.451998
22125,West Feliciana Parish,LA,403.316,30.873364,-91.421776
22127,Winn Parish,LA,950.004,31.941187,-92.641269
23001,Androscoggin County,ME,467.954,44.167681,-70.207435
23003,Aroostook County,ME,6671.136,46.709193,-68.612409
23005,Cumberland County,ME,836.193,43.808348,-70.330375
23007,Franklin County,ME,1697.007,44.976724,-70.414935
23009,Hancock County,ME,1587.128,44.564906,-68.370703
23011,Kennebec County,ME,867.472,44.417012,-69.765764
23013,Knox County,ME,365.146,44.042045,-69.038514
23015,Lincoln County,ME,455.867,43.994781,-69.513624
23017,Oxford County,ME,2076.957,44.4945,-70.734421
23019,Penobscot County,ME,3397.182,45.409284,-68.666616
23021,Piscataquis County,ME,3960.847,45.915639,-69.102231
23023,Sagadahoc County,ME,253.979,43.916845,-69.844227
23025,Somerset County,ME,3924.27,45.503646,-69.95611
23027,Waldo County,ME,729.981,44.505822,-69.138961
23029,Washington County,ME,2562.725,44.967009,-67.609354
23031,York County,ME,991.196,43.426019,-70.668425
24001,Allegany County,MD,422.199,39.612313,-78.703104
24003,Anne Arundel County,MD,414.806,38.991617,-76.560894
24005,Baltimore County,MD,598.358,39.443167,-76.616569
24009,Calvert County,MD,213.19,38.522719,-76.529762
24011,Caroline County,MD,319.442,38.871531,-75.831662
24013,Carroll County,MD,447.615,39.563328,-77.01533
24015,Cecil County,MD,346.3,39.562354,-75.941585
24017,Charles County,MD,457.819,38.472853,-77.015427
24019,Dorchester County,MD,540.765,38.429196,-76.047433
24021,Frederick County,MD,660.621,39.470177,-77.397636
24023,Garrett County,MD,649.077,39.547299,-79.274619
24025,Harford County,MD,437.125,39.537429,-76.299789
24027,Howard County,MD,250.95,39.252264,-76.924406
24029,Kent County,MD,276.988,39.241279,-76.125987
24031,Montgomery County,MD,493.143,39.137381,-77.203063
24033,Prince George's County,MD,482.643,38.829278,-76.848188
24035,Queen Anne's County,MD,371.669,39.040693,-76.082405
24037,St. Mary's County,MD,358.564,38.223077,-76.534487
24039,Somerset County,MD,319.749,38.07445,-75.853323
24041,Talbot County,MD,268.556,38.748349,-76.178476
24043,Washington County,MD,457.784,39.603621,-77.814671
24045,Wicomico County,MD,374.43,38.36737,-75.632083
24047,Worcester County,MD,468.402,38.222133,-75.309931
24510,Baltimore city,MD,80.946,39.300032,-76.610476
25001,Barnstable County,MA,394.2,41.706123,-70.164823
25003,Berkshire County,MA,926.874,42.371493,-73.217928
25005,Bristol County,MA,553.111,41.748588,-71.088894
25007,Dukes County,MA,103.202,41.38097,-70.701499
25009,Essex County,MA,492.513,42.642708,-70.864909
25011,Franklin County,MA,699.208,42.584504,-72.591792
25013,Hampden County,MA,617.005,42.136198,-72.635648
25015,Hampshire County,MA,527.236,42.339459,-72.663694
25017,Middlesex County,MA,817.866,42.481718,-71.394916
25019,Nantucket County,MA,46.192,41.293392,-70.102164
25021,Norfolk County,MA,396.103,42.171738,-71.18111
25023,Plymouth County,MA,658.501,41.987196,-70.741942
25025,Suffolk County,MA,58.253,42.338551,-71.018253
25027,Worcester County,MA,1510.677,42.311693,-71.940282
26001,Alcona County,MI,674.655,44.657509,-83.29458
26003,Alger County,MI,915.034,46.521736,-86.657119
26005,Allegan County,MI,825.253,42.421251,-86.261403
26007,Alpena County,MI,571.899,44.894954,-83.426574
26009,Antrim County,MI,475.679,45.005455,-85.175639
26011,Arenac County,MI,363.178,44.036833,-83.740675
26013,Baraga County,MI,898.427,46.695859,-88.36181
26015,Barry County,MI,553.104,42.582811,-85.31455
26017,Bay County,MI,442.409,43.699711,-83.978701
26019,Benzie County,MI,319.696,44.636844,-86.231999
26021,Berrien County,MI,567.781,41.791382,-86.742543
26023,Branch County,MI,506.411,41.918455,-85.066885
26025,Calhoun County,MI,706.262,42.24299,-85.012385
26027,Cass County,MI,490.108,41.917243,-86.000142
26029,Charlevoix County,MI,416.33,45.618554,-85.543684
26031,Cheboygan County,MI,715.279,45.476022,-84.495431
26033,Chippewa County,MI,1558.508,46.321819,-84.52063
26035,Clare County,MI,564.367,43.991137,-84.838325
26037,Clinton County,MI,567.349,42.950455,-84.591695
26039,Crawford County,MI,556.415,44.680175,-84.611343
26041,Delta County,MI,1171.094,45.805229,-86.901938
26043,Dickinson County,MI,760.948,46.012833,-87.866139
26045,Eaton County,MI,575.209,42.58953,-84.84645
26047,Emmet County,MI,467.547,45.590094,-84.986822
26049,Genesee County,MI,636.943,43.021077,-83.706372
26051,Gladwin County,MI,501.786,43.98975,-84.389816
26053,Gogebic County,MI,1102.136,46.488054,-89.788314
26055,Grand Traverse County,MI,464.336,44.718688,-85.553848
26057,Gratiot County,MI,568.381,43.292326,-84.60469
26059,Hillsdale County,MI,598.152,41.927461,-84.637479
26061,Houghton County,MI,1009.101,46.998427,-88.651903
26063,Huron County,MI,836.017,43.907616,-82.857045
26065,Ingham County,MI,556.087,42.603534,-84.373811
26067,Ionia County,MI,571.32,42.94465,-85.073766
26069,Iosco County,MI,549.477,44.386912,-83.380141
26071,Iron County,MI,1166.096,46.170254,-88.540526
26073,Isabella County,MI,572.7,43.645233,-84.839424
26075,Jackson County,MI,701.897,42.248474,-84.420868
26077,Kalamazoo County,MI,561.955,42.246266,-85.532854
26079,Kalkaska County,MI,559.744,44.678881,-85.088992
26081,Kent County,MI,848.931,43.032497,-85.547446
26083,Keweenaw County,MI,540.112,47.367297,-88.351332
26085,Lake County,MI,567.594,43.995187,-85.8114
26087,Lapeer County,MI,646.983,43.088633,-83.224325
26089,Leelanau County,MI,347.199,45.146182,-86.051574
26091,Lenawee County,MI,749.638,41.896022,-84.074356
26093,Livingston County,MI,565.283,42.602532,-83.911718
26095,Luce County,MI,899.075,46.510988,-85.517552
26097,Mackinac County,MI,1021.879,46.167868,-85.303762
26099,Macomb County,MI,479.348,42.671553,-82.911456
26101,Manistee County,MI,542.325,44.245268,-86.327537
26103,Marquette County,MI,1809.051,46.656596,-87.584028
26105,Mason County,MI,494.969,43.957196,-86.442937
26107,Mecosta County,MI,555.155,43.635295,-85.332751
26109,Menominee County,MI,1044.041,45.535568,-87.501457
26111,Midland County,MI,517.859,43.648203,-84.379414
26113,Missaukee County,MI,564.788,44.325424,-85.085471
26115,Monroe County,MI,549.353,41.916097,-83.487106
26117,Montcalm County,MI,705.329,43.312782,-85.149468
26119,Montmorency County,MI,546.675,45.024134,-84.130107
26121,Muskegon County,MI,503.914,43.428739,-86.420908
26123,Newaygo County,MI,838.887,43.562712,-85.791372
26125,Oakland County,MI,867.393,42.660452,-83.38421
26127,Oceana County,MI,538.105,43.603954,-86.467177
26129,Ogemaw County,MI,563.503,44.33328,-84.128073
26131,Ontonagon County,MI,1310.978,46.835325,-89.276912
26133,Osceola County,MI,566.286,43.997552,-85.322283
26135,Oscoda County,MI,565.674,44.687257,-84.126905
26137,Otsego County,MI,515.006,45.021787,-84.576603
26139,Ottawa County,MI,563.52,43.054969,-86.219349
26141,Presque Isle County,MI,658.717,45.252397,-83.432283
26143,Roscommon County,MI,519.897,44.339517,-84.611271
26145,Saginaw County,MI,800.806,43.328267,-84.05541
26147,St. Clair County,MI,721.488,42.928803,-82.668913
26149,St. Joseph County,MI,500.64,41.911488,-85.52287
26151,Sanilac County,MI,962.571,43.449155,-82.642815
26153,Schoolcraft County,MI,1171.876,46.021122,-86.197029
26155,Shiawassee County,MI,530.967,42.951545,-84.146352
26157,Tuscola County,MI,804.84,43.487902,-83.436618
26159,Van Buren County,MI,607.793,42.28215,-86.306076
26161,Washtenaw County,MI,706.003,42.252217,-83.843423
26163,Wayne County,MI,611.835,42.284664,-83.261953
26165,Wexford County,MI,564.925,44.331375,-85.570046
27001,Aitkin County,MN,1821.369,46.602409,-93.419694
27003,Anoka County,MN,421.973,45.27411,-93.242723
27005,Becker County,MN,1315.037,46.937629,-95.741757
27007,Beltrami County,MN,2504.643,47.879508,-95.00505
27009,Benton County,MN,408.303,45.701225,-94.00144
27011,Big Stone County,MN,499.129,45.419925,-96.402226
27013,Blue Earth County,MN,747.836,44.03371,-94.064012
27015,Brown County,MN,611.109,44.246541,-94.733647
27017,Carlton County,MN,861.191,46.603818,-92.671044
27019,Carver County,MN,353.879,44.82132,-93.800091
27021,Cass County,MN,2021.464,46.951745,-94.333705
27023,Chippewa County,MN,581.223,45.028625,-95.564108
27025,Chisago County,MN,414.9,45.505444,-92.903849
27027,Clay County,MN,1045.176,46.898377,-96.494901
27029,Clearwater County,MN,999.003,47.575873,-95.371117
27031,Cook County,MN,1452.576,47.758556,-90.344319
27033,Cottonwood County,MN,639.973,44.010639,-95.183152
27035,Crow Wing County,MN,998.359,46.491653,-94.070718
27037,Dakota County,MN,562.557,44.670893,-93.062481
27039,Dodge County,MN,439.396,44.020706,-92.869353
27041,Douglas County,MN,636.878,45.936835,-95.462155
27043,Faribault County,MN,712.479,43.676522,-93.947234
27045,Fillmore County,MN,861.333,43.679187,-92.093937
27047,Freeborn County,MN,707.245,43.674202,-93.350289
27049,Goodhue County,MN,756.713,44.406178,-92.716
27051,Grant County,MN,547.8,45.930743,-96.010699
27053,Hennepin County,MN,554.006,45.006121,-93.475228
27055,Houston County,MN,552.113,43.66699,-91.501556
27057,Hubbard County,MN,926.012,47.095551,-94.91329
27059,Isanti County,MN,435.781,45.562431,-93.296339
27061,Itasca County,MN,2667.513,47.490817,-93.611102
27063,Jackson County,MN,702.972,43.671111,-95.149731
27065,Kanabec County,MN,521.61,45.94776,-93.297788
27067,Kandiyohi County,MN,797.365,45.152714,-95.004981
27069,Kittson County,MN,1099.0,48.77604,-96.780349
27071,Koochiching County,MN,3104.706,48.245374,-93.782896
27073,Lac qui Parle County,MN,765.021,44.999826,-96.176851
27075,Lake County,MN,2109.108,47.517111,-91.411704
27077,Lake of the Woods County,MN,1297.653,48.7681,-94.904633
27079,Le Sueur County,MN,448.733,44.373421,-93.730106
27081,Lincoln County,MN,536.786,44.408238,-96.272032
27083,Lyon County,MN,714.411,44.409195,-95.847268
27085,McLeod County,MN,491.51,44.821657,-94.272323
27087,Mahnomen County,MN,557.867,47.328387,-95.811089
27089,Marshall County,MN,1775.06,48.362728,-96.357761
27091,Martin County,MN,712.331,43.677173,-94.547096
27093,Meeker County,MN,607.968,45.123155,-94.527346
27095,Mille Lacs County,MN,572.306,45.929043,-93.632996
27097,Morrison County,MN,1125.094,46.020484,-94.266619
27099,Mower County,MN,711.273,43.666249,-92.759514
27101,Murray County,MN,704.667,44.015594,-95.761581
27103,Nicollet County,MN,448.517,44.35882,-94.245684
27105,Nobles County,MN,715.117,43.677686,-95.763132
27107,Norman County,MN,872.789,47.329453,-96.463776
27109,Olmsted County,MN,653.509,43.9995,-92.410096
27111,Otter Tail County,MN,1971.635,46.405727,-95.714581
27113,Pennington County,MN,616.52,48.069247,-96.037725
27115,Pine County,MN,1411.337,46.10094,-92.763094
27117,Pipestone County,MN,465.053,44.015361,-96.257015
27119,Polk County,MN,1970.999,47.774254,-96.400027
27121,Pope County,MN,674.554,45.589623,-95.446705
27123,Ramsey County,MN,152.249,45.015204,-93.099965
27125,Red Lake County,MN,432.407,47.865487,-96.08718
27127,Redwood County,MN,878.573,44.403536,-95.254241
27129,Renville County,MN,982.905,44.723697,-94.955617
27131,Rice County,MN,495.845,44.350775,-93.298513
27133,Rock County,MN,482.459,43.669587,-96.263238
27135,Roseau County,MN,1671.739,48.761068,-95.821504
27137,St. Louis County,MN,6248.116,47.578635,-92.514585
27139,Scott County,MN,356.11,44.651811,-93.533733
27141,Sherburne County,MN,432.947,45.453166,-93.769164
27143,Sibley County,MN,588.841,44.575734,-94.230123
27145,Stearns County,MN,1342.876,45.555235,-94.610482
27147,Steele County,MN,429.548,44.015261,-93.220453
27149,Stevens County,MN,563.659,45.593461,-95.992315
27151,Swift County,MN,742.027,45.27581,-95.690124
27153,Todd County,MN,945.098,46.066569,-94.900576
27155,Traverse County,MN,573.872,45.769935,-96.474832
27157,Wabasha County,MN,522.922,44.289634,-92.233454
27159,Wadena County,MN,536.347,46.586986,-94.988608
27161,Waseca County,MN,423.363,44.01846,-93.589844
27163,Washington County,MN,384.718,45.037929,-92.890117
27165,Watonwan County,MN,434.947,43.978109,-94.613798
27167,Wilkin County,MN,751.038,46.362335,-96.476657
27169,Winona County,MN,626.177,43.981353,-91.777044
27171,Wright County,MN,661.148,45.175091,-93.966396
27173,Yellow Medicine County,MN,759.101,44.715736,-95.862756
28001,Adams County,MS,462.344,31.486224,-91.351797
28003,Alcorn County,MS,400.044,34.886569,-88.581109
28005,Amite County,MS,730.1,31.203933,-90.795542
28007,Attala County,MS,734.957,33.090468,-89.588622
28009,Benton County,MS,406.616,34.809593,-89.200213
28011,Bolivar County,MS,876.507,33.799139,-90.88412
28013,Calhoun County,MS,586.573,33.936634,-89.337114
28015,Carroll County,MS,628.388,33.440795,-89.918887
28017,Chickasaw County,MS,501.782,33.933277,-88.947558
28019,Choctaw County,MS,418.197,33.345964,-89.251332
28021,Claiborne County,MS,487.415,31.97281,-90.915424
28023,Clarke County,MS,691.576,32.045374,-88.687976
28025,Clay County,MS,410.072,33.65967,-88.782468
28027,Coahoma County,MS,553.102,34.230316,-90.60401
28029,Copiah County,MS,777.285,31.866915,-90.448758
28031,Covington County,MS,413.819,31.633331,-89.548897
28033,DeSoto County,MS,476.346,34.874922,-89.991211
28035,Forrest County,MS,466.042,31.18858,-89.259447
28037,Franklin County,MS,563.964,31.477773,-90.895457
28039,George County,MS,478.696,30.855431,-88.642268
28041,Greene County,MS,712.738,31.212845,-88.634811
28043,Grenada County,MS,422.122,33.770031,-89.80274
28045,Hancock County,MS,473.964,30.391641,-89.482791
28047,Harrison County,MS,573.635,30.416536,-89.083376
28049,Hinds County,MS,869.845,32.267788,-90.466017
28051,Holmes County,MS,756.674,33.125942,-90.091197
28053,Humphreys County,MS,418.68,33.130996,-90.523421
28055,Issaquena County,MS,412.98,32.755539,-91.003535
28057,Itawamba County,MS,532.795,34.281075,-88.363127
28059,Jackson County,MS,722.825,30.456005,-88.625101
28061,Jasper County,MS,676.311,32.016748,-89.119176
28063,Jefferson County,MS,519.933,31.733633,-91.043878
28065,Jefferson Davis County,MS,408.446,31.564808,-89.827086
28067,Jones County,MS,694.845,31.616601,-89.168532
28069,Kemper County,MS,766.182,32.750136,-88.625631
28071,Lafayette County,MS,631.697,34.353078,-89.485385
28073,Lamar County,MS,496.57,31.197586,-89.506369
28075,Lauderdale County,MS,703.674,32.403998,-88.660449
28077,Lawrence County,MS,430.602,31.550009,-90.10753
28079,Leake County,MS,582.897,32.76063,-89.52225
28081,Lee County,MS,449.965,34.29237,-88.682439
28083,Leflore County,MS,594.074,33.54979,-90.294934
28085,Lincoln County,MS,586.207,31.535216,-90.453566
28087,Lowndes County,MS,505.448,33.471424,-88.439723
28089,Madison County,MS,714.208,32.63437,-90.03416
28091,Marion County,MS,542.398,31.230167,-89.821712
28093,Marshall County,MS,706.185,34.76619,-89.504231
28095,Monroe County,MS,765.092,33.89003,-88.485038
28097,Montgomery County,MS,406.981,33.500714,-89.639625
28099,Neshoba County,MS,570.134,32.752518,-89.119274
28101,Newton County,MS,577.77,32.40197,-89.118412
28103,Noxubee County,MS,695.158,33.106606,-88.566152
28105,Oktibbeha County,MS,458.239,33.422313,-88.876151
28107,Panola County,MS,685.175,34.365205,-89.963065
28109,Pearl River County,MS,811.319,30.774793,-89.586904
28111,Perry County,MS,647.282,31.169307,-88.988755
28113,Pike County,MS,409.185,31.177516,-90.397725
28115,Pontotoc County,MS,497.813,34.227081,-89.037239
28117,Prentiss County,MS,414.985,34.620566,-88.522184
28119,Quitman County,MS,405.012,34.252833,-90.290171
28121,Rankin County,MS,775.496,32.267123,-89.946063
28123,Scott County,MS,609.231,32.411959,-89.533486
28125,Sharkey County,MS,431.72,32.892395,-90.827613
28127,Simpson County,MS,589.165,31.902505,-89.917709
28129,Smith County,MS,636.268,32.019029,-89.494876
28131,Stone County,MS,445.485,30.790184,-89.112297
28133,Sunflower County,MS,697.759,33.605529,-90.59509
28135,Tallahatchie County,MS,645.59,33.954529,-90.172243
28137,Tate County,MS,404.763,34.649553,-89.943105
28139,Tippah County,MS,457.822,34.763618,-88.918819
28141,Tishomingo County,MS,424.297,34.738835,-88.234827
28143,Tunica County,MS,454.13,34.652201,-90.37177
28145,Union County,MS,415.607,34.489533,-89.002339
28147,Walthall County,MS,403.928,31.164492,-90.103431
28149,Warren County,MS,588.534,32.356095,-90.852384
28151,Washington County,MS,723.972,33.273174,-90.944446
28153,Wayne County,MS,810.716,31.642503,-88.678214
28155,Webster County,MS,421.158,33.612061,-89.283961
28157,Wilkinson County,MS,678.106,31.161091,-91.324617
28159,Winston County,MS,607.251,33.078724,-89.037391
28161,Yalobusha County,MS,467.151,34.030666,-89.703807
28163,Yazoo County,MS,922.339,32.765675,-90.387928
29001,Adair County,MO,567.324,40.190666,-92.603592
29003,Andrew County,MO,432.632,39.988863,-94.803551
29005,Atchison County,MO,547.285,40.431846,-95.437555
29007,Audrain County,MO,692.25,39.214481,-91.843418
29009,Barry County,MO,778.122,36.699376,-93.834334
29011,Barton County,MO,592.03,37.500799,-94.344089
29013,Bates County,MO,836.696,38.257217,-94.339246
29015,Benton County,MO,704.033,38.301036,-93.287942
29017,Bollinger County,MO,617.904,37.318427,-90.024645
29019,Boone County,MO,685.551,38.989861,-92.310202
29021,Buchanan County,MO,408.249,39.660369,-94.808173
29023,Butler County,MO,694.756,36.71518,-90.40313
29025,Caldwell County,MO,426.393,39.658998,-93.979179
29027,Callaway County,MO,834.568,38.835547,-91.923446
29029,Camden County,MO,656.036,38.026527,-92.765327
29031,Cape Girardeau County,MO,578.517,37.384141,-89.685658
29033,Carroll County,MO,694.622,39.427375,-93.500227
29035,Carter County,MO,507.359,36.944858,-90.945705
29037,Cass County,MO,696.615,38.646474,-94.354547
29039,Cedar County,MO,474.47,37.733655,-93.850014
29041,Chariton County,MO,751.178,39.517968,-92.96162
29043,Christian County,MO,562.603,36.969739,-93.187614
29045,Clark County,MO,504.606,40.407275,-91.729472
29047,Clay County,MO,397.649,39.315551,-94.421502
29049,Clinton County,MO,418.94,39.608723,-94.395803
29051,Cole County,MO,391.548,38.503233,-92.280027
29053,Cooper County,MO,564.75,38.847093,-92.810069
29055,Crawford County,MO,742.477,37.966559,-91.313936
29057,Dade County,MO,490.01,37.43235,-93.854878
29059,Dallas County,MO,540.951,37.683583,-93.033815
29061,Daviess County,MO,563.282,39.962839,-93.970053
29063,DeKalb County,MO,421.358,39.894665,-94.40719
29065,Dent County,MO,752.761,37.603072,-91.489717
29067,Douglas County,MO,813.623,36.946517,-92.515892
29069,Dunklin County,MO,541.909,36.153025,-90.062254
29071,Franklin County,MO,922.678,38.413003,-91.072832
29073,Gasconade County,MO,519.005,38.441183,-91.50578
29075,Gentry County,MO,491.422,40.208127,-94.405321
29077,Greene County,MO,675.329,37.258196,-93.340641
29079,Grundy County,MO,435.293,40.112541,-93.565054
29081,Harrison County,MO,722.517,40.34562,-93.992582
29083,Henry County,MO,696.936,38.386491,-93.792628
29085,Hickory County,MO,398.808,37.93691,-93.322988
29087,Holt County,MO,462.693,40.095724,-95.219072
29089,Howard County,MO,463.801,39.143365,-92.695926
29091,Howell County,MO,927.177,36.774369,-91.887368
29093,Iron County,MO,550.263,37.625971,-90.699587
29095,Jackson County,MO,604.52,39.005364,-94.343211
29097,Jasper County,MO,638.506,37.205197,-94.337259
29099,Jefferson County,MO,656.261,38.25763,-90.543681
29101,Johnson County,MO,829.261,38.741528,-93.811863
29103,Knox County,MO,504.01,40.136856,-92.146835
29105,Laclede County,MO,764.627,37.659698,-92.594843
29107,Lafayette County,MO,628.28,39.068705,-93.802639
29109,Lawrence County,MO,611.738,37.10659,-93.830551
29111,Lewis County,MO,505.018,40.084559,-91.728803
29113,Lincoln County,MO,626.562,39.062255,-90.962916
29115,Linn County,MO,615.588,39.86444,-93.108019
29117,Livingston County,MO,532.303,39.778587,-93.548201
29119,McDonald County,MO,539.445,36.627955,-94.343716
29121,Macon County,MO,801.208,39.829795,-92.56434
29123,Madison County,MO,494.386,37.474481,-90.343413
29125,Maries County,MO,526.981,38.162615,-91.923601
29127,Marion County,MO,436.922,39.807538,-91.635379
29129,Mercer County,MO,453.835,40.421413,-93.567631
29131,Miller County,MO,592.573,38.21668,-92.429876
29133,Mississippi County,MO,411.596,36.826264,-89.295929
29135,Moniteau County,MO,415.033,38.633037,-92.583642
29137,Monroe County,MO,647.63,39.49827,-92.006458
29139,Montgomery County,MO,535.047,38.935184,-91.465427
29141,Morgan County,MO,597.635,38.420806,-92.874835
29143,New Madrid County,MO,674.884,36.594261,-89.655948
29145,Newton County,MO,624.754,36.908371,-94.335034
29147,Nodaway County,MO,876.964,40.361136,-94.883146
29149,Oregon County,MO,789.844,36.68531,-91.401827
29151,Osage County,MO,606.58,38.464253,-91.859504
29153,Ozark County,MO,745.006,36.64959,-92.458549
29155,Pemiscot County,MO,492.605,36.209916,-89.785942
29157,Perry County,MO,474.355,37.71113,-89.802125
29159,Pettis County,MO,682.236,38.727367,-93.285207
29161,Phelps County,MO,671.787,37.866326,-91.790349
29163,Pike County,MO,670.439,39.339959,-91.171607
29165,Platte County,MO,419.824,39.37869,-94.761477
29167,Polk County,MO,635.527,37.616761,-93.400817
29169,Pulaski County,MO,547.112,37.824835,-92.207022
29171,Putnam County,MO,517.317,40.478606,-93.014531
29173,Ralls County,MO,469.787,39.553455,-91.524787
29175,Randolph County,MO,482.713,39.439249,-92.492959
29177,Ray County,MO,568.982,39.308401,-93.995746
29179,Reynolds County,MO,808.477,37.366464,-90.972282
29181,Ripley County,MO,629.516,36.65017,-90.874834
29183,St. Charles County,MO,560.501,38.781102,-90.674915
29185,St. Clair County,MO,674.981,38.04223,-93.77656
29186,Ste. Genevieve County,MO,499.153,37.885845,-90.161531
29187,St. Francois County,MO,451.886,37.810707,-90.473868
29189,St. Louis County,MO,507.995,38.640688,-90.446073
29195,Saline County,MO,755.51,39.13584,-93.204164
29197,Schuyler County,MO,307.305,40.469361,-92.519016
29199,Scotland County,MO,436.507,40.447686,-92.142824
29201,Scott County,MO,420.005,37.047793,-89.568098
29203,Shannon County,MO,1003.82,37.152498,-91.391328
29205,Shelby County,MO,500.863,39.797531,-92.088719
29207,Stoddard County,MO,823.142,36.851557,-89.947481
29209,Stone County,MO,463.814,36.745822,-93.457842
29211,Sullivan County,MO,647.982,40.209587,-93.109783
29213,Taney County,MO,632.263,36.649827,-93.042819
29215,Texas County,MO,1177.267,37.314257,-91.964478
29217,Vernon County,MO,826.391,37.850196,-94.341597
29219,Warren County,MO,428.59,38.761902,-91.159306
29221,Washington County,MO,759.866,37.942611,-90.897018
29223,Wayne County,MO,759.186,37.111074,-90.453931
29225,Webster County,MO,592.563,37.280804,-92.87608
29227,Worth County,MO,266.629,40.480499,-94.419198
29229,Wright County,MO,681.774,37.267633,-92.479989
29510,St. Louis city,MO,61.72,38.635699,-90.244582
30001,Beaverhead County,MT,5542.687,45.133863,-112.892869
30003,Big Horn County,MT,4997.815,45.407868,-107.518162
30005,Blaine County,MT,4227.517,48.428282,-108.967648
30007,Broadwater County,MT,1192.359,46.329849,-111.497873
30009,Carbon County,MT,2047.781,45.224468,-109.028554
30011,Carter County,MT,3340.477,45.516825,-104.515324
30013,Cascade County,MT,2698.206,47.316575,-111.350262
30015,Chouteau County,MT,3972.52,47.886834,-110.4362
30017,Custer County,MT,3783.309,46.261414,-105.550352
30019,Daniels County,MT,1426.27,48.794429,-105.541739
30021,Dawson County,MT,2371.926,47.26613,-104.898271
30023,Deer Lodge County,MT,736.683,46.094672,-113.141624
30025,Fallon County,MT,1620.595,46.318184,-104.405718
30027,Fergus County,MT,4339.329,47.221816,-109.232956
30029,Flathead County,MT,5087.223,48.295422,-114.052059
30031,Gallatin County,MT,2605.353,45.518054,-111.163921
30033,Garfield County,MT,4676.56,47.267184,-106.995991
30035,Glacier County,MT,2995.151,48.705671,-112.990502
30037,Golden Valley County,MT,1174.423,46.380624,-109.174586
30039,Granite County,MT,1727.162,46.395955,-113.427356
30041,Hill County,MT,2899.396,48.631959,-110.106321
